msg_hash,signature,recovered_hash,hash_matches,sig_in_range,label
872598549897,683611603064,872598549897,1,1,1
167223997458,43173626331,167223997458,1,1,1
427526875975,217070700694,427526875975,1,1,1
213540872926,178230688211,213540872926,1,1,1
816970956439,433270736563,816970956439,1,1,1
122695250479,33535580432,122695250479,1,1,1
153854001309,131385352327,153854001309,1,1,1
246443624401,356809228134,246443624401,1,1,1
14460555120,854654946208,14460555120,1,1,1
985458916184,453671796613,985458916184,1,1,1
962436216764,439404762761,962436216764,1,1,1
142812963152,373983491348,142812963152,1,1,1
478852832378,731899772052,478852832378,1,1,1
659030591255,574923019660,659030591255,1,1,1
95087270491,842682962786,95087270491,1,1,1
124759816018,949778137817,124759816018,1,1,1
540121717265,152098389437,540121717265,1,1,1
750844517530,794382954627,750844517530,1,1,1
830134368457,299498459199,830134368457,1,1,1
204913100227,397008837855,204913100227,1,1,1
32987533771,512172394564,32987533771,1,1,1
484018525877,919811952435,484018525877,1,1,1
646559887322,625458995810,646559887322,1,1,1
567289004146,632168092764,567289004146,1,1,1
614845335256,464629639809,614845335256,1,1,1
792276909575,1704552077,792276909575,1,1,1
493298976965,877063223477,493298976965,1,1,1
766049499152,171419588136,766049499152,1,1,1
126994184405,456701920800,126994184405,1,1,1
382108061998,396813917602,382108061998,1,1,1
121805183481,136979478087,121805183481,1,1,1
827179735920,794743444469,827179735920,1,1,1
220985017419,889365932003,220985017419,1,1,1
895667593325,910217599091,895667593325,1,1,1
925636313616,650794128723,925636313616,1,1,1
108435187332,971915774419,108435187332,1,1,1
77276436502,787792224209,77276436502,1,1,1
969003741500,398024860430,969003741500,1,1,1
201024810424,102415124789,201024810424,1,1,1
917017402787,321666825549,917017402787,1,1,1
940040102207,351012145472,940040102207,1,1,1
433434018401,167155196864,433434018401,1,1,1
97394149175,597721705709,97394149175,1,1,1
49668456514,488719858579,49668456514,1,1,1
613611777278,574720964926,613611777278,1,1,1
968839188650,323455184505,968839188650,1,1,1
862111009146,231444458210,862111009146,1,1,1
696679622500,886069533309,696679622500,1,1,1
334127934788,781113649022,334127934788,1,1,1
740333217104,270882120759,740333217104,1,1,1
35377066199,221359787303,35377066199,1,1,1
808696571986,834645063092,808696571986,1,1,1
896730994580,743494429307,896730994580,1,1,1
487112003606,875363857244,487112003606,1,1,1
219834527585,351860928467,219834527585,1,1,1
548931417989,715050653851,548931417989,1,1,1
468392959854,860596083782,468392959854,1,1,1
508043555563,40595834997,508043555563,1,1,1
740815921521,556137042177,740815921521,1,1,1
679231598213,555961950948,679231598213,1,1,1
449909298062,977345356563,449909298062,1,1,1
64690079771,630910930686,64690079771,1,1,1
677173667558,180004646741,677173667558,1,1,1
653107003234,351657532670,653107003234,1,1,1
478011868989,902418471596,478011868989,1,1,1
155605996447,356692936964,155605996447,1,1,1
923584927523,167936506855,923584927523,1,1,1
31857622525,907406876989,31857622525,1,1,1
63016373355,772487868428,63016373355,1,1,1
51975335198,694238599869,51975335198,1,1,1
388015204424,731221983352,388015204424,1,1,1
894621288230,266460348820,894621288230,1,1,1
871598588810,872466778058,871598588810,1,1,1
58012819792,571002205812,58012819792,1,1,1
235571248224,181213662506,235571248224,1,1,1
816692195169,871881740480,816692195169,1,1,1
923420374673,857894983649,923420374673,1,1,1
288709120811,340193654888,288709120811,1,1,1
651260808523,26812839453,651260808523,1,1,1
989920252579,500267180252,989920252579,1,1,1
694914403127,912529653463,694914403127,1,1,1
851312180603,169714993240,851312180603,1,1,1
763277758009,215124921924,763277758009,1,1,1
174415713608,609839836398,174415713608,1,1,1
441693189629,283174363840,441693189629,1,1,1
812524215482,605260051853,812524215482,1,1,1
86424603948,793130289535,86424603948,1,1,1
336814120948,523062957321,336814120948,1,1,1
971328648685,298161006649,971328648685,1,1,1
624375063279,229411579607,624375063279,1,1,1
611916191723,357570494282,611916191723,1,1,1
803371029771,583652752556,803371029771,1,1,1
907096741682,565279845693,907096741682,1,1,1
26740006152,217742484175,26740006152,1,1,1
231426130035,64031947716,231426130035,1,1,1
874960253707,95954976157,874960253707,1,1,1
141023210010,583821696685,141023210010,1,1,1
48283423666,258891550745,48283423666,1,1,1
394706104368,838626825039,394706104368,1,1,1
209258091437,767879019624,209258091437,1,1,1
570164777047,140432988135,570164777047,1,1,1
196211458816,263364272677,196211458816,1,1,1
371306593061,145684455558,371306593061,1,1,1
395373257385,728619359131,395373257385,1,1,1
782851669955,482436863996,782851669955,1,1,1
937996117769,643712571509,937996117769,1,1,1
205311593433,208207344218,205311593433,1,1,1
894882918368,264699150157,894882918368,1,1,1
812390233061,678178128574,812390233061,1,1,1
203917076516,515194083141,203917076516,1,1,1
505211775436,842710456411,505211775436,1,1,1
563426711084,241765995498,563426711084,1,1,1
128667608825,70807277538,128667608825,1,1,1
580310598973,556680094485,580310598973,1,1,1
687038778477,525313210656,687038778477,1,1,1
290214937402,308293866742,290214937402,1,1,1
73928358697,882677658224,73928358697,1,1,1
674792707339,176143595020,674792707339,1,1,1
345588384192,862558222106,345588384192,1,1,1
752047797726,988480604799,752047797726,1,1,1
942210141628,275112458671,942210141628,1,1,1
134132644803,824858563295,134132644803,1,1,1
560047836105,202278857575,560047836105,1,1,1
433726745198,34729599810,433726745198,1,1,1
351735929721,965247680954,351735929721,1,1,1
723776435068,223894789899,723776435068,1,1,1
80568528405,353034541166,80568528405,1,1,1
247524375101,446366900255,247524375101,1,1,1
30164863364,156344080593,30164863364,1,1,1
623418803632,229319934309,623418803632,1,1,1
194109937941,53278920773,194109937941,1,1,1
988654298781,450496252374,988654298781,1,1,1
125746583059,27427254414,125746583059,1,1,1
977717602444,230179137223,977717602444,1,1,1
693725511143,644154754559,693725511143,1,1,1
176375649680,518958573259,176375649680,1,1,1
118893139545,697518443996,118893139545,1,1,1
490861944913,856734908388,490861944913,1,1,1
461415659931,260523689711,461415659931,1,1,1
929612199824,583584594947,929612199824,1,1,1
350353710717,400167034440,350353710717,1,1,1
702347830328,865805784555,702347830328,1,1,1
654791499218,924824117985,654791499218,1,1,1
664028568643,436994218635,664028568643,1,1,1
571521020949,471506946772,571521020949,1,1,1
95604396033,437535963389,95604396033,1,1,1
829541439730,167359967209,829541439730,1,1,1
349287290391,74874113874,349287290391,1,1,1
2864609689,972263100577,2864609689,1,1,1
524745963070,397054278342,524745963070,1,1,1
163839277460,577952867925,163839277460,1,1,1
325887779084,599936814584,325887779084,1,1,1
150792644839,781624411794,150792644839,1,1,1
737432855978,830016467182,737432855978,1,1,1
349954443408,540742796217,349954443408,1,1,1
766971419084,825119034326,766971419084,1,1,1
849464104391,678201061878,849464104391,1,1,1
159892779456,664556857902,159892779456,1,1,1
892577303792,385912165620,892577303792,1,1,1
83248794848,450605872187,83248794848,1,1,1
518007897107,304657630653,518007897107,1,1,1
459792961459,49524948766,459792961459,1,1,1
158498262539,61151863806,158498262539,1,1,1
369460398350,353761262454,369460398350,1,1,1
6908710638,48101605135,6908710638,1,1,1
28509544720,177074357836,28509544720,1,1,1
244796123425,196795617806,244796123425,1,1,1
300169570215,487981952229,300169570215,1,1,1
629373893362,573104260025,629373893362,1,1,1
896791327651,468649924527,896791327651,1,1,1
706628983749,12751639756,706628983749,1,1,1
514629022128,144892610028,514629022128,1,1,1
88713830826,692538819143,88713830826,1,1,1
306317115744,372012606297,306317115744,1,1,1
388307931221,715680547364,388307931221,1,1,1
80327769082,917074569352,80327769082,1,1,1
943235484804,454092863027,943235484804,1,1,1
148691123964,471158595675,148691123964,1,1,1
577999989655,458788864386,577999989655,1,1,1
984708049744,852197130329,984708049744,1,1,1
202105561124,982606816782,202105561124,1,1,1
35149714428,376669772689,35149714428,1,1,1
678357621091,80323557865,678357621091,1,1,1
511865197221,898793106668,511865197221,1,1,1
90376093814,457272469396,90376093814,1,1,1
487102935755,894743422124,487102935755,1,1,1
953668666350,299660453535,953668666350,1,1,1
681252200369,137461044843,681252200369,1,1,1
711220920660,29297732711,711220920660,1,1,1
998330010712,954317835152,998330010712,1,1,1
540886592305,443215271418,540886592305,1,1,1
731475569200,901818213673,731475569200,1,1,1
279885164902,767873628041,279885164902,1,1,1
481600292445,796259682464,481600292445,1,1,1
842506978055,520684746963,842506978055,1,1,1
70373289755,242903619854,70373289755,1,1,1
977661031740,823094124636,977661031740,1,1,1
697179025656,103651670852,697179025656,1,1,1
764165876191,18456330800,764165876191,1,1,1
66574669245,606887007466,66574669245,1,1,1
818944427419,272275470330,818944427419,1,1,1
765181250164,769414855093,765181250164,1,1,1
329162570571,80513617411,329162570571,1,1,1
148984811694,962586937902,148984811694,1,1,1
882940756576,326188686353,882940756576,1,1,1
230936181410,337667654321,230936181410,1,1,1
514928272711,581675435384,514928272711,1,1,1
152937342365,548967118094,152937342365,1,1,1
857618629445,738863098068,857618629445,1,1,1
895319165226,886340634454,895319165226,1,1,1
515272067428,106903108097,515272067428,1,1,1
164528495216,154780523202,164528495216,1,1,1
672967578415,488507798898,672967578415,1,1,1
617741199029,632035907444,617741199029,1,1,1
260987105335,223005478059,260987105335,1,1,1
346736439890,12960106043,346736439890,1,1,1
745975614689,222680420187,745975614689,1,1,1
888908600345,986960653853,888908600345,1,1,1
970899415822,240837341965,970899415822,1,1,1
310184509318,823195771718,310184509318,1,1,1
465131912053,78575609426,465131912053,1,1,1
524007989027,386609111671,524007989027,1,1,1
219510455727,38221805611,219510455727,1,1,1
882761054816,860825779687,882761054816,1,1,1
212003377606,4394490433,212003377606,1,1,1
791394428666,453102121662,791394428666,1,1,1
392155253867,371200857394,392155253867,1,1,1
16356229442,738075213505,16356229442,1,1,1
934327414322,608338828004,934327414322,1,1,1
510550726030,26425795514,510550726030,1,1,1
355603323295,321152012355,355603323295,1,1,1
264929269704,275432173903,264929269704,1,1,1
569426803004,592369657940,569426803004,1,1,1
257422191583,101889072502,257422191583,1,1,1
928179868793,900262216788,928179868793,1,1,1
146056195328,602772213465,146056195328,1,1,1
711259093426,336458435694,711259093426,1,1,1
786508561117,438629850419,786508561117,1,1,1
87841259680,681914355104,87841259680,1,1,1
477512402612,652677877580,477512402612,1,1,1
465053531056,811237876499,465053531056,1,1,1
520625602013,793400158984,520625602013,1,1,1
787903078034,939047268884,787903078034,1,1,1
197560068651,711285039891,197560068651,1,1,1
109525646057,950858341535,109525646057,1,1,1
284977314572,786525318862,284977314572,1,1,1
237420983462,625357785126,237420983462,1,1,1
512241684068,119015740425,512241684068,1,1,1
932945195318,408799541162,932945195318,1,1,1
73491429157,590525448575,73491429157,1,1,1
44045144175,303302525481,44045144175,1,1,1
758967134281,564877963297,758967134281,1,1,1
701484624146,297892871450,701484624146,1,1,1
210253696581,194251583596,210253696581,1,1,1
794853795691,714132146589,794853795691,1,1,1
903037443422,467756167849,903037443422,1,1,1
198356156342,532519242142,198356156342,1,1,1
630380900439,133678174654,630380900439,1,1,1
346388809138,85857654887,346388809138,1,1,1
718386392392,331406212111,718386392392,1,1,1
209947309193,977879059771,209947309193,1,1,1
560690881405,150319779536,560690881405,1,1,1
940737979203,566985982639,940737979203,1,1,1
830115859702,293994389688,830115859702,1,1,1
682790161716,618803828874,682790161716,1,1,1
225854238684,955283894947,225854238684,1,1,1
63312877239,382850806739,63312877239,1,1,1
612243885490,724982974189,612243885490,1,1,1
784169451946,183306214097,784169451946,1,1,1
479462533570,207865932947,479462533570,1,1,1
400172682643,627740613546,400172682643,1,1,1
119416068627,359402264419,119416068627,1,1,1
704016167737,361786965406,704016167737,1,1,1
668129506327,126182735165,668129506327,1,1,1
610646996192,928079889313,610646996192,1,1,1
469509458734,825891783934,469509458734,1,1,1
185517367433,771781141842,185517367433,1,1,1
812199815468,202139980849,812199815468,1,1,1
107518528388,100532478455,107518528388,1,1,1
469853253451,369130034394,469853253451,1,1,1
849900351249,130121944483,849900351249,1,1,1
627548764438,646158957346,627548764438,1,1,1
119109681239,712469215702,119109681239,1,1,1
215568291358,133775602730,215568291358,1,1,1
572322385052,911387601807,572322385052,1,1,1
769886124285,168860443009,769886124285,1,1,1
408979438675,65894620176,408979438675,1,1,1
136228916488,804824531887,136228916488,1,1,1
435206849098,258680867811,435206849098,1,1,1
863876957299,930325231499,863876957299,1,1,1
470109675443,425667956029,470109675443,1,1,1
764697123361,557407510178,764697123361,1,1,1
25038001521,615299831699,25038001521,1,1,1
811013998829,64330085330,811013998829,1,1,1
414482081985,249631759497,414482081985,1,1,1
110737665754,964226085991,110737665754,1,1,1
906013542228,603253024761,906013542228,1,1,1
295601337773,708954756607,295601337773,1,1,1
68433663247,831184802517,68433663247,1,1,1
766884195494,357170367600,766884195494,1,1,1
49824671747,309651778116,49824671747,1,1,1
774379706497,503345786519,774379706497,1,1,1
850065759962,329566892272,850065759962,1,1,1
965698140024,320784130635,965698140024,1,1,1
691835751201,653374092165,691835751201,1,1,1
722232941921,729273530406,722232941921,1,1,1
137632842811,130836363925,137632842811,1,1,1
348355643076,421558538789,348355643076,1,1,1
427645494003,395639588589,427645494003,1,1,1
802386226130,941516773120,802386226130,1,1,1
630460659674,733374866570,630460659674,1,1,1
81529651423,173859482888,81529651423,1,1,1
244071012868,619328964082,244071012868,1,1,1
164800129692,149321103276,164800129692,1,1,1
212356460802,904529927603,212356460802,1,1,1
720168376382,576561507454,720168376382,1,1,1
751327127212,651115200132,751327127212,1,1,1
843916750304,312326582751,843916750304,1,1,1
611933681023,445604405027,611933681023,1,1,1
582970041730,921865475206,582970041730,1,1,1
559947342310,477146707348,559947342310,1,1,1
740286089055,490128478246,740286089055,1,1,1
76363957924,881775399466,76363957924,1,1,1
256541716801,145490668783,256541716801,1,1,1
692560396394,886404342082,692560396394,1,1,1
705908313235,926506968497,705908313235,1,1,1
674749562405,111275814047,674749562405,1,1,1
566514867046,903514925462,566514867046,1,1,1
798497936327,457130910984,798497936327,1,1,1
514528528333,65317829185,514528528333,1,1,1
537551227753,936536477988,537551227753,1,1,1
30945143947,873496971652,30945143947,1,1,1
694867275078,231309480828,694867275078,1,1,1
647141582417,250543212762,647141582417,1,1,1
211122902824,78832926450,211122902824,1,1,1
389788035121,466174143052,389788035121,1,1,1
90810102511,512028184409,90810102511,1,1,1
363560624698,86171939982,363560624698,1,1,1
724467310308,466575172754,724467310308,1,1,1
979581187901,985452944097,979581187901,1,1,1
719278309384,103229106118,719278309384,1,1,1
424690861466,812930508089,424690861466,1,1,1
818458143322,416675093415,818458143322,1,1,1
493178718871,45703131796,493178718871,1,1,1
523147439162,249793707011,523147439162,1,1,1
146442543535,628994333058,146442543535,1,1,1
65904085400,761792408010,65904085400,1,1,1
105554681109,924890271679,105554681109,1,1,1
338327047067,412503458387,338327047067,1,1,1
276742723759,255600679333,276742723759,1,1,1
47420423608,546025670964,47420423608,1,1,1
662163205674,130843643040,662163205674,1,1,1
274684793104,366264924213,274684793104,1,1,1
250618128780,928708494304,250618128780,1,1,1
75522994535,923568414169,75522994535,1,1,1
566350314196,648540565998,566350314196,1,1,1
459622134692,935264787467,459622134692,1,1,1
294190748046,127987665005,294190748046,1,1,1
931601060691,181155488245,931601060691,1,1,1
337844342650,72409187734,337844342650,1,1,1
632850192102,410354632565,632850192102,1,1,1
406207697532,562223391546,406207697532,1,1,1
494242120126,594332143424,494242120126,1,1,1
84623129152,14488712267,84623129152,1,1,1
817307653488,65920452072,817307653488,1,1,1
414203320715,563024175321,414203320715,1,1,1
520931500219,256951037878,520931500219,1,1,1
886182246714,913610094757,886182246714,1,1,1
248771934069,808263995093,248771934069,1,1,1
587431378125,23951717684,587431378125,1,1,1
292425528673,480895609478,292425528673,1,1,1
448823306149,664027663785,448823306149,1,1,1
360788883555,70826385057,360788883555,1,1,1
771888839511,881035599074,771888839511,1,1,1
39204315175,582957925734,39204315175,1,1,1
753079122350,655706394971,753079122350,1,1,1
521096053069,389157414559,521096053069,1,1,1
629330748428,420352277918,629330748428,1,1,1
660489499258,791055593128,660489499258,1,1,1
649448461101,630803197879,649448461101,1,1,1
985488330327,271712751543,985488330327,1,1,1
492132413776,452544190967,492132413776,1,1,1
469109714356,947079328630,469109714356,1,1,1
655485945695,292006685302,655485945695,1,1,1
833044374127,596009636712,833044374127,1,1,1
695414789406,186974023145,695414789406,1,1,1
858122861529,148716349803,858122861529,1,1,1
481919633857,822252808676,481919633857,1,1,1
484966597073,330418548707,484966597073,1,1,1
536698185085,740650959278,536698185085,1,1,1
784290427268,701236793330,784290427268,1,1,1
116950141988,365020960960,116950141988,1,1,1
552968821581,276887303930,552968821581,1,1,1
600694514242,512801808440,600694514242,1,1,1
866700569717,800257295396,866700569717,1,1,1
720732766735,118264215702,720732766735,1,1,1
300029255485,114038806348,300029255485,1,1,1
25208554879,557813001660,25208554879,1,1,1
72764885989,221603163494,72764885989,1,1,1
489272195563,476824197763,489272195563,1,1,1
476720891947,589157535179,476720891947,1,1,1
831794715949,974820632102,831794715949,1,1,1
861241000931,365205994013,861241000931,1,1,1
208764068263,455462165956,208764068263,1,1,1
288053919190,29178276508,288053919190,1,1,1
916071914365,480287944445,916071914365,1,1,1
690825014839,594037374951,690825014839,1,1,1
64142566804,642040066921,64142566804,1,1,1
348134658105,303608593430,348134658105,1,1,1
927663067216,875509237639,927663067216,1,1,1
506173963809,338554236179,506173963809,1,1,1
658491736869,642051532642,658491736869,1,1,1
348478452822,371823481049,348478452822,1,1,1
400543919382,170013575831,400543919382,1,1,1
617903431119,699948474763,617903431119,1,1,1
287180560670,184718851011,287180560670,1,1,1
52716841121,180684349347,52716841121,1,1,1
73357080961,892130443982,73357080961,1,1,1
298338297447,237598489662,298338297447,1,1,1
722114985739,336949236532,722114985739,1,1,1
804105801216,93323378228,804105801216,1,1,1
109909011533,618246425028,109909011533,1,1,1
579182000083,892138788012,579182000083,1,1,1
312627197289,990814438660,312627197289,1,1,1
122464853387,7423831259,122464853387,1,1,1
499046664843,537160031812,499046664843,1,1,1
863771953351,683461917046,863771953351,1,1,1
875590831454,133304400629,875590831454,1,1,1
574296132534,553969416063,574296132534,1,1,1
182807288722,517588331101,182807288722,1,1,1
195266160278,81822386193,195266160278,1,1,1
575690649451,362689807144,575690649451,1,1,1
308413173430,618059134866,308413173430,1,1,1
897275217831,205043561967,897275217831,1,1,1
985309640425,254202151074,985309640425,1,1,1
530385411050,689367718574,530385411050,1,1,1
527338447834,268917778074,527338447834,1,1,1
903541675506,513155367391,903541675506,1,1,1
740833603383,721090706382,740833603383,1,1,1
598387635558,746603628549,598387635558,1,1,1
162368955965,384684346401,162368955965,1,1,1
829709241245,645019513838,829709241245,1,1,1
582116999062,530204600626,582116999062,1,1,1
465774581474,367977621520,465774581474,1,1,1
488797280894,561273220942,488797280894,1,1,1
345448069462,765347412955,345448069462,1,1,1
766151580712,954317377363,766151580712,1,1,1
118183699966,178469823935,118183699966,1,1,1
70627368856,743809249562,70627368856,1,1,1
522139705924,136560310562,522139705924,1,1,1
534691009540,360275925453,534691009540,1,1,1
906659814908,426416801325,906659814908,1,1,1
877213529926,386820376247,877213529926,1,1,1
333472733167,966422326615,333472733167,1,1,1
254182882240,22906081443,254182882240,1,1,1
969182859876,744241115321,969182859876,1,1,1
609907807936,66207957793,609907807936,1,1,1
404490168419,88209467850,404490168419,1,1,1
541544453054,50275703544,541544453054,1,1,1
139612304706,189545071455,139612304706,1,1,1
496366398400,117102476212,496366398400,1,1,1
663322245096,433517545328,663322245096,1,1,1
445962733359,47818293894,445962733359,1,1,1
393897266799,13549467333,393897266799,1,1,1
703910550846,750285841043,703910550846,1,1,1
98135655098,539336225424,98135655098,1,1,1
332599374647,699945792893,332599374647,1,1,1
343757111424,155768874171,343757111424,1,1,1
118775894938,959952914196,118775894938,1,1,1
849524615193,114486705842,849524615193,1,1,1
767533799716,893567195103,767533799716,1,1,1
624600814060,724423121709,624600814060,1,1,1
225361639261,408126924804,225361639261,1,1,1
167883667364,716638681523,167883667364,1,1,1
358046011266,583483114633,358046011266,1,1,1
619714946511,38659639937,619714946511,1,1,1
921009645431,721048544971,921009645431,1,1,1
909190767328,237009416096,909190767328,1,1,1
544465478820,495259853485,544465478820,1,1,1
353831987407,965437105284,353831987407,1,1,1
621109463428,795789444210,621109463428,1,1,1
240684974255,275429046922,240684974255,1,1,1
228226102699,761319299269,228226102699,1,1,1
169374526021,743893853992,169374526021,1,1,1
874330676926,992177440766,874330676926,1,1,1
654933973295,563600055031,654933973295,1,1,1
318894104069,891609853515,318894104069,1,1,1
138555357324,22187062255,138555357324,1,1,1
161578056744,44688088656,161578056744,1,1,1
190541696037,957417162129,190541696037,1,1,1
422524765318,765828653934,422524765318,1,1,1
329935142226,309965153945,329935142226,1,1,1
298776391396,635280028200,298776391396,1,1,1
576322451356,360658765722,576322451356,1,1,1
413614379233,742525814783,413614379233,1,1,1
987549454046,174241915545,987549454046,1,1,1
348494139299,296990592689,348494139299,1,1,1
13814864112,863573148177,13814864112,1,1,1
714798931859,755095419574,714798931859,1,1,1
48717690457,491115912315,48717690457,1,1,1
442484972313,167732919299,442484972313,1,1,1
603608016892,640847187016,603608016892,1,1,1
343305138375,788244286933,343305138375,1,1,1
993052097356,870925662613,993052097356,1,1,1
389622013843,413068067946,389622013843,1,1,1
647003678618,765735697254,647003678618,1,1,1
874171353144,876162239215,874171353144,1,1,1
484621557242,168032889689,484621557242,1,1,1
689307681125,863062004162,689307681125,1,1,1
428673774976,29311731583,428673774976,1,1,1
352987721511,769248352235,352987721511,1,1,1
628394687118,255340314441,628394687118,1,1,1
345492210508,201849232601,345492210508,1,1,1
724661858287,521445005744,724661858287,1,1,1
429248199418,351471674359,429248199418,1,1,1
644474100771,409902110094,644474100771,1,1,1
725012558906,387997206171,725012558906,1,1,1
916897062438,979635519461,916897062438,1,1,1
684124696480,81620193033,684124696480,1,1,1
625990438979,990542292869,625990438979,1,1,1
855312739130,183856109893,855312739130,1,1,1
853254808475,384782635508,853254808475,1,1,1
240771220688,285849703321,240771220688,1,1,1
654093009906,407475675381,654093009906,1,1,1
829188144151,630998007033,829188144151,1,1,1
831253140480,394478764518,831253140480,1,1,1
212847730670,874797011213,212847730670,1,1,1
92292567526,456422400514,92292567526,1,1,1
549735985933,777101659413,549735985933,1,1,1
192593082130,515626503482,192593082130,1,1,1
162624361839,902612001144,162624361839,1,1,1
435040827820,991295387180,435040827820,1,1,1
38508910976,848673667914,38508910976,1,1,1
388723952352,544926576841,388723952352,1,1,1
649026830869,346556891375,649026830869,1,1,1
919590167121,649831557020,919590167121,1,1,1
692422492595,745588984188,692422492595,1,1,1
734726495102,421509332546,734726495102,1,1,1
530040371219,364321671984,530040371219,1,1,1
398406535488,605864201177,398406535488,1,1,1
474092588953,836326221079,474092588953,1,1,1
390911024485,885232233659,390911024485,1,1,1
673813501095,367798931309,673813501095,1,1,1
474667013395,907524071566,474667013395,1,1,1
770080672264,227846788022,770080672264,1,1,1
729543510457,604613728042,729543510457,1,1,1
962315876415,116352126776,962315876415,1,1,1
770431372883,370332443792,770431372883,1,1,1
689892914748,407995935382,689892914748,1,1,1
286190034665,931882365794,286190034665,1,1,1
898673622452,83614957292,898673622452,1,1,1
900731553107,190802688695,900731553107,1,1,1
671409252956,200328851792,671409252956,1,1,1
73503141757,196212431095,73503141757,1,1,1
712558456504,54184926057,712558456504,1,1,1
716202858182,909891375908,716202858182,1,1,1
300840956935,787174567885,300840956935,1,1,1
6253509017,846167827843,6253509017,1,1,1
926925658447,504096605615,926925658447,1,1,1
209068674688,4379157322,209068674688,1,1,1
380994241144,775397130310,380994241144,1,1,1
752607214488,981480874896,752607214488,1,1,1
660099666794,798417141076,660099666794,1,1,1
790926476173,792557258332,790926476173,1,1,1
743370145063,616590814981,743370145063,1,1,1
719232315072,5825272374,719232315072,1,1,1
436329838462,419070807075,436329838462,1,1,1
519511402930,454060545669,519511402930,1,1,1
443825349465,660331851476,443825349465,1,1,1
575459185196,804859763399,575459185196,1,1,1
780145309079,388526883220,780145309079,1,1,1
737841306572,425746892062,737841306572,1,1,1
965008981098,425899345260,965008981098,1,1,1
173132241966,368371266637,173132241966,1,1,1
160673370410,661326508787,160673370410,1,1,1
7772690035,725570476220,7772690035,1,1,1
774962324434,197546933419,774962324434,1,1,1
735311728725,869051899075,735311728725,1,1,1
815850186860,86911292014,815850186860,1,1,1
944092436429,970781727447,944092436429,1,1,1
331608848642,528250293167,331608848642,1,1,1
716828066933,432777732082,716828066933,1,1,1
946150367084,411052981870,946150367084,1,1,1
757977270481,867351522266,757977270481,1,1,1
118921955734,215191867728,118921955734,1,1,1
317679501928,825805886020,317679501928,1,1,1
348838252758,493242331992,348838252758,1,1,1
441427875850,247374582399,441427875850,1,1,1
279478620320,752892172500,279478620320,1,1,1
180481167276,105180521927,180481167276,1,1,1
157458467856,417397102556,157458467856,1,1,1
337797214601,833849435375,337797214601,1,1,1
673837083827,210339020337,673837083827,1,1,1
854014842704,185005676242,854014842704,1,1,1
290071521940,441774123919,290071521940,1,1,1
319744067467,954082212668,319744067467,1,1,1
735105968714,752763595901,735105968714,1,1,1
945828768979,668581217594,945828768979,1,1,1
25156619549,451483941888,25156619549,1,1,1
399897351676,631619017724,399897351676,1,1,1
227971785220,930105495502,227971785220,1,1,1
679002777326,497528392131,679002777326,1,1,1
841544138771,601101881806,841544138771,1,1,1
762273255595,392405363409,762273255595,1,1,1
809829586705,485485554767,809829586705,1,1,1
708210791657,267661380592,708210791657,1,1,1
503524667774,86010255626,503524667774,1,1,1
893074463676,319585830114,893074463676,1,1,1
665906789150,762007390840,665906789150,1,1,1
364395321040,144644015712,364395321040,1,1,1
647297797650,860651222387,647297797650,1,1,1
371890832043,95179433159,371890832043,1,1,1
447576885508,151010576461,447576885508,1,1,1
563209265570,305280400482,563209265570,1,1,1
289346876747,640706400795,289346876747,1,1,1
367397249831,936612856804,367397249831,1,1,1
6490564221,659796948998,6490564221,1,1,1
733702042391,201321195765,733702042391,1,1,1
32717974644,154718915164,32717974644,1,1,1
461388082845,387745303089,461388082845,1,1,1
67620800989,120946789811,67620800989,1,1,1
362208248907,961702288410,362208248907,1,1,1
622511127424,496900455180,622511127424,1,1,1
408525124375,406244450131,408525124375,1,1,1
11993207531,643604360955,11993207531,1,1,1
163861439742,705394618845,163861439742,1,1,1
57133260238,824577674691,57133260238,1,1,1
891663873949,160529667187,891663873949,1,1,1
529112186237,533822403448,529112186237,1,1,1
935317468553,827608621999,935317468553,1,1,1
230361317648,925752687100,230361317648,1,1,1
3718823078,372928229449,3718823078,1,1,1
91753245672,38189450284,91753245672,1,1,1
682096255055,151901413914,682096255055,1,1,1
414818779034,846879418348,414818779034,1,1,1
743915669438,505695566430,743915669438,1,1,1
663377211303,632473231449,663377211303,1,1,1
703027807012,344134103458,703027807012,1,1,1
935800172970,750557033958,935800172970,1,1,1
874215849662,151388729935,874215849662,1,1,1
644893549511,561208440311,644893549511,1,1,1
259674331220,717089313486,259674331220,1,1,1
872157919007,874441315580,872157919007,1,1,1
848091254683,794517221264,848091254683,1,1,1
672996120438,711050036998,672996120438,1,1,1
987261161024,554627489264,987261161024,1,1,1
688283228414,345135981924,688283228414,1,1,1
961033750601,636007207710,961033750601,1,1,1
321978435854,30915595281,321978435854,1,1,1
577092313447,667642500316,577092313447,1,1,1
316789434930,214241125732,316789434930,1,1,1
22201987012,907116662059,22201987012,1,1,1
415969268868,458551950019,415969268868,1,1,1
90689844417,798898151797,90689844417,1,1,1
120658564708,218595725456,120658564708,1,1,1
303419438781,419919361854,303419438781,1,1,1
272260687951,936253818111,272260687951,1,1,1
164025992592,970733461405,164025992592,1,1,1
396009061873,134277041537,396009061873,1,1,1
112039653879,913574752065,112039653879,1,1,1
135062353299,939136401379,135062353299,1,1,1
628418269850,252418835744,628418269850,1,1,1
292378400624,550423598361,292378400624,1,1,1
244652707963,819641633817,244652707963,1,1,1
808596028727,734574266534,808596028727,1,1,1
